,Unnamed: 0,End_Year,W,L,Finish,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Start_Year,Pace
67,67,2014,41.0,41.0,3.0,26.540000000000003,82.0,241.93,37.71666666666667,83.0,0.4546,7.743333333333334,21.53666666666667,0.3587666666666667,29.973333333333336,61.46333333333333,0.4885333333333334,17.836666666666666,23.59333333333333,0.7570666666666667,10.916666666666666,31.836666666666662,42.736666666666665,22.006666666666668,7.686666666666667,4.713333333333334,14.643333333333334,20.69333333333333,101.01,2013.0,93.93157894736842
68,68,2015,41.0,41.0,3.0,26.746666666666663,82.0,241.92666666666668,37.516666666666666,83.56333333333333,0.449,7.85,22.41,0.3491,29.673333333333336,61.16,0.4857666666666667,17.136666666666667,22.846666666666668,0.7506666666666667,10.876666666666669,32.406666666666666,43.306666666666665,22.023333333333333,7.73,4.793333333333334,14.353333333333332,20.22,100.01666666666668,2014.0,94.14736842105263
69,69,2016,41.0,41.0,3.0,26.636666666666667,82.0,241.7866666666667,38.23,84.57,0.4522,8.506666666666666,24.083333333333332,0.3527666666666667,29.72,60.49333333333333,0.4916333333333333,17.69,23.353333333333335,0.7579666666666667,10.426666666666668,33.343333333333334,43.75,22.28666666666667,7.84,4.95,14.386666666666668,20.256666666666668,102.66333333333334,2015.0,95.84210526315789
70,70,2017,41.0,41.0,3.0,26.586666666666662,82.0,241.6,39.05,85.41666666666667,0.4572,9.65,27.003333333333337,0.3571666666666667,29.39,58.41,0.5039666666666667,17.833333333333332,23.11,0.7718,10.133333333333333,33.376666666666665,43.52,22.626666666666665,7.71,4.739999999999999,13.96,19.89333333333333,105.59,2016.0,96.71052631578948
71,71,2018,41.0,41.0,3.0,26.446666666666665,82.0,241.38333333333333,39.60666666666667,86.06333333333333,0.4602666666666666,10.486666666666668,28.996666666666663,0.3617333333333333,29.123333333333335,57.05,0.5107666666666667,16.613333333333333,21.673333333333336,0.7675,9.716666666666669,33.806666666666665,43.516666666666666,23.24,7.713333333333334,4.803333333333333,14.26,19.85666666666667,106.33666666666666,2017.0,97.48947368421052
72,72,2019,41.0,41.0,3.0,26.276666666666664,82.0,241.6233333333333,41.07333333333334,89.21333333333334,0.4604666666666667,11.36,32.00666666666667,0.3555,29.716666666666665,57.20333333333333,0.5202333333333333,17.676666666666666,23.073333333333338,0.7669666666666667,10.346666666666666,34.82333333333334,45.169999999999995,24.58,7.623333333333333,4.946666666666667,14.076666666666666,20.903333333333332,111.20333333333332,2018.0,99.58947368421053
73,73,2020,35.3,35.3,3.0,26.02,70.6,241.78,40.830000000000005,88.80333333333333,0.4599,12.193333333333332,34.10333333333333,0.3577666666666667,28.626666666666665,54.71,0.5238,17.846666666666668,23.096666666666668,0.7722333333333334,10.096666666666666,34.71666666666667,44.79,24.366666666666667,7.653333333333333,4.8933333333333335,14.566666666666666,20.78,111.68333333333334,2019.0,100.29473684210525
74,74,2021,36.0,36.0,3.0,26.09333333333333,72.0,241.42,41.22,88.41666666666667,0.4660666666666666,12.706666666666669,34.63666666666666,0.3660333333333333,28.526666666666664,53.766666666666666,0.5306000000000001,16.970000000000002,21.816666666666663,0.7786666666666666,9.826666666666666,34.47,44.3,24.80666666666667,7.576666666666667,4.88,13.826666666666666,19.283333333333335,112.08666666666666,2020.0,98.83684210526316
75,75,2022,41.0,41.0,3.0,26.12,82.0,241.34333333333333,40.623333333333335,88.08999999999999,0.4612333333333333,12.44,35.18,0.3535666666666666,28.186666666666667,52.92333333333333,0.5329666666666667,16.933333333333334,21.85666666666667,0.775,10.336666666666668,34.11333333333333,44.45,24.65666666666667,7.636666666666667,4.72,13.766666666666667,19.64333333333333,110.60666666666664,2021.0,98.36315789473684
76,76,2023,41.0,41.0,3.0,26.05666666666667,82.0,241.7866666666667,41.97666666666667,88.31666666666666,0.4754666666666666,12.34,34.21,0.3601333333333333,29.646666666666665,54.093333333333334,0.5486333333333333,18.39333333333333,23.53,0.782,10.426666666666668,33.00666666666667,43.42666666666666,25.32,7.286666666666666,4.656666666666666,14.093333333333334,19.98,114.68666666666668,2022.0,99.04736842105262
77,77,2024,41.0,41.0,3.0,26.373333333333335,82.0,241.34333333333333,42.17666666666666,88.90333333333334,0.4743,12.84,35.10666666666667,0.3656666666666666,29.336666666666662,53.79666666666667,0.5453333333333333,17.026666666666667,21.723333333333336,0.7839666666666667,10.543333333333331,32.986666666666665,43.54666666666667,26.673333333333336,7.4766666666666675,5.1466666666666665,13.596666666666666,18.733333333333334,114.22,2023.0,98.39473684210526
78,78,2025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,
