,Unnamed: 0,End_Year,W,L,Finish,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Start_Year,Pace
55,55,2002,41.0,41.0,4.137931034482759,27.42413793103448,82.0,241.63793103448276,36.172413793103445,81.26896551724138,0.4450689655172414,5.213793103448276,14.755172413793105,0.3517586206896552,30.96551724137931,66.52758620689654,0.4655172413793103,17.913793103448278,23.82758620689655,0.7525862068965516,12.241379310344827,30.16896551724138,42.40344827586207,21.93448275862069,7.793103448275862,5.224137931034483,14.455172413793104,21.24137931034483,95.47241379310344,2001.0,90.84736842105262
56,56,2003,41.0,41.0,4.137931034482759,27.21379310344828,82.0,241.94482758620688,35.710344827586205,80.78275862068965,0.4420344827586207,5.13448275862069,14.675862068965518,0.3466206896551724,30.58620689655172,66.09310344827587,0.4626896551724138,18.50689655172414,24.43103448275862,0.7581034482758621,12.058620689655172,30.2551724137931,42.30344827586207,21.50689655172414,7.941379310344828,5.027586206896552,14.920689655172414,21.75172413793103,95.0896551724138,2002.0,91.19444444444444
57,57,2004,41.0,41.0,4.137931034482759,27.01034482758621,82.0,241.68275862068967,35.00689655172414,79.81724137931033,0.4384827586206896,5.182758620689656,14.920689655172414,0.3455172413793103,29.82413793103448,64.8896551724138,0.4597241379310345,18.193103448275863,24.20344827586207,0.7524137931034482,12.093103448275862,30.120689655172413,42.206896551724135,21.3,7.931034482758621,5.051724137931035,14.96896551724138,21.444827586206895,93.39655172413794,2003.0,90.5
58,58,2005,41.0,41.0,3.0,26.87,82.0,241.85,35.943333333333335,80.33666666666666,0.4474333333333333,5.6,15.75,0.3531666666666666,30.346666666666668,64.58666666666666,0.4700666666666667,19.7,26.05666666666667,0.7565000000000001,12.01,29.85,41.85666666666667,21.28666666666667,7.510000000000001,4.87,14.496666666666666,22.63,97.19,2004.0,90.8736842105263
59,59,2006,41.0,41.0,3.0,26.53666666666667,82.0,242.06666666666663,35.836666666666666,78.99,0.4537333333333333,5.7266666666666675,15.983333333333333,0.3568666666666666,30.116666666666667,63.01,0.4781,19.6,26.303333333333335,0.7459,11.18,29.78,40.96666666666667,20.61,7.173333333333333,4.693333333333333,14.413333333333332,22.76,97.01333333333334,2005.0,90.68947368421053
60,60,2007,41.0,41.0,3.0,26.59,82.0,242.16,36.526666666666664,79.71000000000001,0.4583333333333333,6.069999999999999,16.94,0.3568,30.466666666666665,62.75666666666667,0.4855666666666666,19.616666666666667,26.08,0.7529666666666667,11.13,29.936666666666667,41.05333333333333,21.290000000000003,7.239999999999999,4.61,15.143333333333334,22.223333333333336,98.74,2006.0,92.12105263157895
61,61,2008,41.0,41.0,3.0,26.78,82.0,241.48,37.26,81.51,0.4571666666666666,6.5633333333333335,18.10666666666667,0.3602333333333333,30.703333333333333,63.39666666666667,0.4848333333333333,18.85,24.94,0.7555999999999999,11.2,30.776666666666664,41.973333333333336,21.753333333333337,7.28,4.736666666666666,14.123333333333331,21.023333333333333,99.92333333333332,2007.0,92.72105263157896
62,62,2009,41.0,41.0,3.0,26.563333333333333,82.0,241.70333333333335,37.11333333333334,80.91666666666667,0.4588666666666666,6.653333333333333,18.133333333333333,0.3654333333333333,30.476666666666667,62.78666666666666,0.4854666666666666,19.05666666666667,24.736666666666668,0.7713,11.046666666666663,30.263333333333332,41.28666666666666,20.98,7.27,4.806666666666667,14.026666666666667,21.043333333333333,99.94333333333334,2008.0,91.52631578947368
63,63,2010,41.0,41.0,3.0,26.60666666666667,82.0,241.64333333333337,37.69666666666667,81.69333333333334,0.4614666666666666,6.4399999999999995,18.136666666666667,0.3527666666666667,31.276666666666664,63.559999999999995,0.4925333333333333,18.623333333333335,24.543333333333333,0.7591333333333333,10.95,30.766666666666666,41.723333333333336,21.243333333333332,7.216666666666667,4.863333333333333,14.23,20.866666666666667,100.45,2009.0,92.5578947368421
64,64,2011,41.0,41.0,3.0,26.59333333333333,82.0,241.87,37.24666666666667,81.21000000000001,0.4587333333333333,6.463333333333334,18.009999999999998,0.3562666666666667,30.796666666666667,63.20333333333333,0.4875666666666667,18.603333333333335,24.366666666666667,0.7633,10.9,30.48,41.38333333333333,21.493333333333332,7.319999999999999,4.87,14.246666666666666,20.716666666666665,99.55333333333331,2010.0,91.62105263157895
65,65,2012,33.0,33.0,3.0,26.58,66.0,241.94,36.47666666666667,81.43,0.4479333333333333,6.406666666666666,18.386666666666667,0.3472333333333333,30.066666666666663,63.04666666666667,0.4771,16.896666666666665,22.46333333333333,0.7526666666666667,11.373333333333331,30.80666666666667,42.193333333333335,20.973333333333336,7.676666666666667,5.096666666666667,14.586666666666668,19.573333333333338,96.26,2011.0,91.10000000000001
66,66,2013,40.96666666666667,40.96666666666667,3.0,26.66,81.93333333333334,241.83333333333337,37.12,82.02666666666667,0.4530666666666667,7.163333333333333,19.966666666666665,0.3575666666666667,29.973333333333336,62.059999999999995,0.4839,16.706666666666667,22.19,0.7534666666666666,11.17,30.973333333333336,42.13333333333333,22.14,7.806666666666667,5.136666666666667,14.55,19.84333333333333,98.13666666666668,2012.0,92.16315789473684
